,credit_card,reviews,user,comment,polarity,polarity_type
2186,ICICI Bank Credit Card,glad there 24/7 helpline which reach whenever need assistance.,Hardev,glad there 24/7 helplin which reach whenev need assistance.,0.5,Positive
2187,ICICI Bank Credit Card,Super impressed manner which customer representatives ICICI deal with customers.,Sohail,super impress manner which custom repres icici deal with customers.,0.333333333,Positive
2188,ICICI Bank Credit Card,immediately contacted customer support team when lost card they helped immediately.,Kashyap,immedi contact custom support team when lost card they help immediately.,0,Neutral
2189,ICICI Bank Credit Card,bear interest cost 3.4% paying dues timely.,Anoop,bear interest cost 3.4% pay due timely.,-0.125,Neutral
2190,ICICI Bank Credit Card,small charged when didn't clear dues timely!,Saina,small charg when didn't clear due timely!,-0.091666667,Neutral
2191,ICICI Bank Credit Card,track credit card statement with ease using mobile ICICI.,Kartik,track credit card statement with eas use mobil icici.,0,Neutral
2192,ICICI Bank Credit Card,Glad that there multitude benefits rewards that getting with this card.,Gautam,glad that there multitud benefit reward that get with thi card.,0.5,Positive
2193,ICICI Bank Credit Card,easily clear utility bill payments with this card.,Urooj,easili clear util bill payment with thi card.,0.1,Neutral
2194,ICICI Bank Credit Card,using this card years now. experience been fulfilling.,Ashish,use thi card year now. experi been fulfilling.,0,Neutral
2195,ICICI Bank Credit Card,getting variety offers benefits ICICI card.,Disha,get varieti offer benefit icici card.,0,Neutral
2196,ICICI Bank Credit Card,There some really unique unusual benefits this card. love,Rabbi,there some realli uniqu unusu benefit thi card. love,0.5,Positive
2197,ICICI Bank Credit Card,getting vast array deals offers card.,Ajit,get vast array deal offer card.,0,Neutral
2198,ICICI Bank Credit Card,easy loan against card limit. ICICI best!,Kiara,easi loan against card limit. icici best!,1,Positive
2199,ICICI Bank Credit Card,getting good credit limit this credit card.,Kamya,get good credit limit thi credit card.,0.7,Positive
2200,ICICI Bank Credit Card,"been years being associated with this card. far, perfect!",Jimmy,"been year be associ with thi card. far, perfect!",0.55,Positive
2201,ICICI Bank Credit Card,"ICICI card, paid small late payment fee.",Abhish,"icici card, paid small late payment fee.",-0.275,Negative
2202,ICICI Bank Credit Card,paid redeemed accrued rewards with ease.,Resham,paid redeem accru reward with ease.,0,Neutral
2203,ICICI Bank Credit Card,2.5% amount exceeded charged from exceeding stated limit.,Alam,2.5% amount exceed charg from exceed state limit.,0,Neutral
2204,ICICI Bank Credit Card,didn't dues time fined small amount INR.,Dia,didn't due time fine small amount inr.,0.013888889,Neutral
2205,ICICI Bank Credit Card,interest cost applicable card only 3.4% month.,Anita,interest cost applic card onli 3.4% month.,0,Neutral
2206,ICICI Bank Credit Card,"After first year, annual cost comes down from only",Anmol,"after first year, annual cost come down from onli",0.25,Neutral
2207,ICICI Bank Credit Card,Glad that renewal waived ICICI when spending over lac.,Hamza,glad that renew waiv icici when spend over lac.,0.5,Positive
2208,ICICI Bank Credit Card,savings fuel happening because waiving surcharge cost.,Soham,save fuel happen becaus waiv surcharg cost.,0,Neutral
2209,ICICI Bank Credit Card,annual only 3000 borne first year.,Anisha,annual onli 3000 born first year.,0.25,Neutral
2210,ICICI Bank Credit Card,transactions made with this card secure with chip.,Tavishi,transact made with thi card secur with chip.,0,Neutral
2211,ICICI Bank Credit Card,glad that save fuel cost because surcharge waiver,Amrinder,glad that save fuel cost becaus surcharg waiver,0.5,Positive
2212,ICICI Bank Credit Card,joining applicable this card only 3000 INR.,Kishan,join applic thi card onli 3000 inr.,0,Neutral
2213,ICICI Bank Credit Card,transactions 100% secure. This chip card.,Amita,transact 100% secure. thi chip card.,0,Neutral
2214,ICICI Bank Credit Card,surcharge cost applicable fuel waived,Sambhavna,surcharg cost applic fuel waiv,0,Neutral
2215,ICICI Bank Credit Card,"15,000 payback points last year with this card.",Parminder,"15,000 payback point last year with thi card.",0,Neutral
2216,ICICI Bank Credit Card,Savings dining bills huge benefit,Diana,save dine bill huge benefit,0.4,Positive
2217,ICICI Bank Credit Card,BOGO movie offer perfect gift this credit card.,Mehar,bogo movi offer perfect gift thi credit card.,1,Positive
2218,ICICI Bank Credit Card,"There complimentary, railway airport lounge benefits applicable this card.",Lavanya,"there complimentary, railway airport loung benefit applic thi card.",0,Neutral
2219,ICICI Bank Credit Card,enjoy rounds golf free with Rubyx card.,Raman,enjoy round golf free with rubyx card.,0.2,Neutral
2220,ICICI Bank Credit Card,went shopping rewards plan with ICICI. Perfect!,Soham,went shop reward plan with icici. perfect!,1,Positive
2221,ICICI Bank Credit Card,"lifestyle, shopping travel vouchers value 5000 with this card.",Alekh,"lifestyle, shop travel voucher valu 5000 with thi card.",0,Neutral
2222,ICICI Bank Credit Card,Super happy with rewards international spending with this card.,Sohail,super happi with reward intern spend with thi card.,0.333333333,Positive
2223,ICICI Bank Credit Card,"have protection from fraud against lost card value 50,000.",Param,"have protect from fraud against lost card valu 50,000.",0,Neutral
2224,ICICI Bank Credit Card,getting accidence insurance cover value crore with this card.,Mehar,get accid insur cover valu crore with thi card.,0,Neutral
2225,ICICI Bank Credit Card,opted essentials reward plan ICICI. Great deals.,Anita,opt essenti reward plan icici. great deals.,0.8,Positive
2226,ICICI Bank Credit Card,This credit card fetches insurance cover worth crore.,Asma,thi credit card fetch insur cover worth crore.,0.3,Positive
2227,ICICI Bank Credit Card,ICICI best terms rewards. Smaaash other wherein discount,Hitakshi,icici best term rewards. smaaash other wherein discount,1,Positive
2228,ICICI Bank Credit Card,free headphone when paid joining fee.,Mina,free headphon when paid join fee.,0.4,Positive
2229,ICICI Bank Credit Card,reward points equal 0.25 INR. Very good ICICI!,Vibha,reward point equal 0.25 inr. veri good icici!,0.35,Positive
2230,ICICI Bank Credit Card,"Travel, essential shopping three varieties rewards available with ICICI. went with travel.",Tia,"travel, essenti shop three varieti reward avail with icici. went with travel.",0,Neutral
2231,ICICI Bank Credit Card,There both American express Mastercard privileges applicable with this card.,Abhya,there both american express mastercard privileg applic with thi card.,0,Neutral
2232,ICICI Bank Credit Card,enjoy golfing free golf course near with this card.,Garv,enjoy golf free golf cours near with thi card.,0.3,Positive
2233,ICICI Bank Credit Card,enjoy saving giftease.com with this credit card.,Suhani,enjoy save giftease.com with thi credit card.,0.4,Positive
2234,ICICI Bank Credit Card,There rewards program applicable with this credit card.,Mihir,there reward program applic with thi credit card.,0,Neutral
2235,ICICI Bank Credit Card,bookings done Expedia with this credit card bags off.,Bhavni,book done expedia with thi credit card bag off.,0,Neutral
2236,ICICI Bank Credit Card,discount dining bill when paid with this credit card.,Gautam,discount dine bill when paid with thi credit card.,0,Neutral
2237,ICICI Bank Credit Card,made Lenskart voucher purchased pair spectacles.,Lina,made lenskart voucher purchas pair spectacles.,0,Neutral
2238,ICICI Bank Credit Card,"weekdays, recharges very rewarding. myself off.",Rashmeet,"weekdays, recharg veri rewarding. myself off.",0,Neutral
2239,ICICI Bank Credit Card,pair shoes using Spykar voucher that with this card.,Prajeet,pair shoe use spykar voucher that with thi card.,0,Neutral
2240,ICICI Bank Credit Card,made full vouchers that welcome benefits.,Vishwa,made full voucher that welcom benefits.,0.35,Positive
2241,ICICI Bank Credit Card,This credit card lets' make choice from applicable reward programs,Manish,thi credit card lets' make choic from applic reward program,0,Neutral
2242,ICICI Bank Credit Card,getting cards account with ICICI Rubyx card.,Tia,get card account with icici rubyx card.,0,Neutral
2243,ICICI Bank Credit Card,Grab Lenskart Spykar just many brand vouchers that with ICICI.,Bhavesh,grab lenskart spykar just mani brand voucher that with icici.,0,Neutral
2244,ICICI Bank Credit Card,"dining bill 1000 ICICI partner restaurant, discount",Dinu,"dine bill 1000 icici partner restaurant, discount",0,Neutral
2245,ICICI Bank Credit Card,There multitude lounge benefits applicable this card. Best!,Meeta,there multitud loung benefit applic thi card. best!,1,Positive
2246,ICICI Bank Credit Card,Totally enjoying golfing benefits that with this card. Best!,Gautam,total enjoy golf benefit that with thi card. best!,0.466666667,Positive
2247,ICICI Bank Credit Card,Sennheiser HD221 headphones that came welcome gift steal. Love,Priyanka,sennheis hd221 headphon that came welcom gift steal. love,0.5,Positive
2248,ICICI Bank Credit Card,Glad having received BOGO movie offer ICICI card.,Heena,glad have receiv bogo movi offer icici card.,0.5,Positive
2249,ICICI Bank Credit Card,easy hassle free apply this Rubyx card online.,Luv,easi hassl free appli thi rubyx card online.,0.4,Positive
2250,ICICI Bank Credit Card,happy with ICICI offered interest free period days.,Ananta,happi with icici offer interest free period days.,0.4,Positive
2251,ICICI Bank Credit Card,Finance charges applicable Rubyx card very less. Love,Fardeen,financ charg applic rubyx card veri less. love,0.166666667,Neutral
2252,ICICI Bank Credit Card,There very reasonable charged this card. Only 2000.,Rishab,there veri reason charg thi card. onli 2000.,0,Neutral
2253,ICICI Bank Credit Card,paid amount 3000 joining card.,Jamna,paid amount 3000 join card.,0,Neutral
2254,ICICI Bank Credit Card,glad getting many dining privileges with this card.,Jiten,glad get mani dine privileg with thi card.,0.5,Positive
2255,ICICI Bank Credit Card,haven't used credit cards before this first. Definitely very satiated!,Dinesh,haven't use credit card befor thi first. definit veri satiated!,0.25,Neutral
2256,ICICI Bank Credit Card,happy content with being Rubyx card user. best!,Ajit,happi content with be rubyx card user. best!,1,Positive
2257,ICICI Bank Credit Card,impressed easy ICICI made customers acquire credit card.,Abhijeet,impress easi icici made custom acquir credit card.,0,Neutral
2258,ICICI Bank Credit Card,Definitely very satisfied with multitude offers benefits that this card provides,Soham,definit veri satisfi with multitud offer benefit that thi card provid,0,Neutral
