,bank_name,reviews,card_category,word_count,char_count,avg_word,stopwords,sentiment,topic,score
1946,American Express Credit Card,the redemption program best,reward,10,56,4.7,4,1,card,0.984502614
1947,State Bank of India Credit Card,this good cashback type wherein cashback per,shopping,19,99,4.263157895,7,0.7,card,0.996328294
1948,Citibank Credit Card,the best thing particularly appreciate never expire,reward,16,97,5.125,5,0.58,card,0.985572636
1949,State Bank of India Credit Card,previously used simply click good use whatever purchase online like amazon flipkart 10 while purchasing grocery getting 5 redeem calling customer care charge r 100 redemption never faced issue,reward,67,362,4.417910448,26,0.18,reward,0.927089989
1950,Standard Chartered Bank Credit Card,like brings huge cashbacks offer,reward,13,69,4.384615385,5,0.4,card,0.988590777
1951,HDFC Bank Credit Card,this fetch 5x done kalyan jeweler,shopping,15,83,4.6,5,0,credit,0.993422985
1952,State Bank of India Credit Card,redemption easy paid 99 inr same,reward,11,57,4.272727273,4,0.22,reward,0.956043601
1953,State Bank of India Credit Card,saving lot this brings saving form cashbacks offer,reward,21,104,4,9,0,card,0.991248071
1954,State Bank of India Credit Card,super happy brought multitude way,reward,16,83,4.25,8,0.57,card,0.986268997
1955,State Bank of India Credit Card,cannot believe sent value 5000 paying joining fee,reward,20,96,3.85,9,0,reward,0.962376595
1956,State Bank of India Credit Card,selected bpcl state bank india useful purchasing they given limit r 1 lakh they charging annual fee r 499gst charge if transaction r 2000 first month fee waived off received per promised time,fuel,68,343,4.058823529,27,0.28,fuel,0.99653405
1957,ICICI Bank Credit Card,when redeemed payback really became cheap,shopping,11,69,5.363636364,2,0.3,card,0.95140034
1958,State Bank of India Credit Card,no bank offer diverse low cost this perfect bank,reward,17,84,4,7,0.5,reward,0.890171111
1959,Standard Chartered Bank Credit Card,on scb ultimate every equivalent 1 inr awesome,reward,15,80,4.4,5,0.5,card,0.995464802
1960,State Bank of India Credit Card,like vast extensive catalogue is it fetch good,reward,14,77,4.571428571,4,0.23,benefit,0.979157925
1961,Citibank Credit Card,this brings 4x turbopoints spending done,fuel,13,68,4.307692308,5,0,benefit,0.991939664
1962,ICICI Bank Credit Card,this fetch around 15000 year,reward,12,68,4.75,3,0,credit,0.998169303
1963,American Express Credit Card,1 point every inr 50 spending amex,reward,17,74,3.411764706,5,0,spending,0.986713171
1964,State Bank of India Credit Card,redeemed getting cash best,reward,12,61,4.166666667,4,1,credit,0.985980213
1965,State Bank of India Credit Card,on every 100 inr spent dining 10,reward,15,69,3.666666667,4,-0.1,benefit,0.982116461
1966,State Bank of India Credit Card,using taken bank the agent clearly shared information satisfied limit cash back offer using frequently overall good,reward,49,270,4.625,18,0.26,credit,0.995460153
1967,American Express Credit Card,this perfect save much travel dining it,shopping,16,78,3.9375,6,0.6,card,0.994983435
1968,State Bank of India Credit Card,this best it get 5x departmental store,reward,16,84,4.3125,6,1,benefit,0.989771128
1969,State Bank of India Credit Card,no bank offer better cashbacks one,cashback,12,67,4.666666667,4,0.5,offer,0.970800698
1970,State Bank of India Credit Card,through channel got offer annual fee 1k think option waiver off using 15 year the limit sufficient mostly use but much offer emi conversion applicable facing server issue amount account time raised complaint told provide document felt harassment mentally customer,shopping,92,482,4.25,38,0.07,card,0.893727124
1971,HSBC Bank Credit Card,great saving assured love it,reward,10,56,4.7,3,0.65,card,0.994345129
1972,State Bank of India Credit Card,using movie dining brings fine,reward,14,74,4.357142857,6,0.42,card,0.986546576
1973,Citibank Credit Card,redeeming air mile booking done premier mile official website super fast quick convenient rewarding,reward,21,132,5.333333333,7,0.37,reward,0.983140409
1974,Citibank Credit Card,made use nice video camera online,shopping,14,70,4.071428571,5,0.6,credit,0.994315326
1975,ICICI Bank Credit Card,opted essential plan icici great deal,reward,11,61,4.636363636,3,0.4,offer,0.977949798
1976,State Bank of India Credit Card,used payment utility bill got 5x,reward,15,75,4.066666667,7,0,card,0.985895157
1977,Citibank Credit Card,instantly redeem indian oil outlet,fuel,14,77,4.571428571,6,0,fuel,0.967206538
1978,State Bank of India Credit Card,this visa network fine variety,fuel,14,67,3.857142857,6,0.42,card,0.996613204
1979,State Bank of India Credit Card,grocery pocket friendly 5x per 100 inr spent,shopping,16,83,4.25,4,0.14,benefit,0.97536099
1980,American Express Credit Card,actually saving much this convenience fee levied refill hpcl,fuel,21,109,4.238095238,9,0.1,benefit,0.987910032
1981,State Bank of India Credit Card,with association elite continually getting vast variety cashbacks departmental store,cashback,21,128,5.142857143,8,0,card,0.971709847
1982,State Bank of India Credit Card,offered simply save using 15 year mostly use bill payment rent payment bank good app limit fine earlier r 64k increased r 94k the rate interest okay,shopping,58,289,4.070175439,23,0.35,credit,0.993389666
1983,HDFC Bank Credit Card,using hdfc bank availed bankthis life time free around 2 year limit good rs75000 increased good movie ticket offer discount used,shopping,58,280,4.054545455,26,0.6,credit,0.994962394
1984,ICICI Bank Credit Card,the reason opted let choose plan,reward,16,80,4.0625,6,0,credit,0.987964749
1985,State Bank of India Credit Card,be online offline if rewarding,reward,16,81,4.125,9,0.5,reward,0.990705252
1986,State Bank of India Credit Card,using past 1 month the limit really good rs50000 this facility converting emi cash back offer well this yearly chargeable faced drawback,reward,56,291,4.290909091,23,0.15,credit,0.990354896
1987,State Bank of India Credit Card,when spending last year 3 lac got worth inr 10k bank,reward,19,92,3.894736842,5,0.15,spending,0.978402376
1988,Citibank Credit Card,this since 2007 holding citi bank much benefit like discount more redeemed indian oil petrol free given sufficient limit r 3l emi option available mostly using purpose quarterly getting airport lounge access 2 domestic 1 international,fuel,79,420,4.56,27,0.29,credit,0.989826858
1989,State Bank of India Credit Card,recommend anyone troubled massive cost,fuel,15,77,4.2,6,-0.25,fuel,0.994521022
1990,Standard Chartered Bank Credit Card,love fact best point value,reward,12,61,4.166666667,5,0.75,card,0.992803752
1991,State Bank of India Credit Card,with save 5x movie it best,reward,14,64,3.642857143,4,1,card,0.986172557
1992,American Express Credit Card,the used array purpose,reward,15,75,4.066666667,7,0,credit,0.989942253
1993,HSBC Bank Credit Card,be online offline everything easy,shopping,13,75,4.846153846,5,0.43,card,0.9838624
1994,Citibank Credit Card,using citi bank indian oil platinum 20 year this bank offered free given sufficient limit also given loan based usage using purchase also getting surcharge,fuel,54,272,4.055555556,21,0.4,credit,0.96847105
1995,State Bank of India Credit Card,super thrilled associated bpcl it brings array amazing scheme refill,fuel,22,114,4.227272727,8,0.51,fuel,0.969941854
1996,American Express Credit Card,think expiry please extend expiry period 3 maybe 10 year,reward,22,113,4.181818182,10,0,reward,0.879430175
1997,State Bank of India Credit Card,the departmental store fetch 5x,reward,12,74,5.25,2,0,benefit,0.986642718
1998,State Bank of India Credit Card,exempt paying surcharge amount 1 expense,fuel,14,70,4.071428571,6,0,offer,0.992493629
1999,State Bank of India Credit Card,happy it perfect saving,fuel,13,63,3.923076923,5,0.9,card,0.995858431
2000,Citibank Credit Card,citi offered annual fee 1000 rupee option waiver option spend 30k within year got call time process smooth hence received 6 working day along kit the limit sufficient based usage the benefit good cash back emi conversion applicable,reward,75,378,4.108108108,23,0.37,benefit,0.993057609
2001,State Bank of India Credit Card,taken bank using almost 2 year only this comfortable aspect also repayment purpose good the limit good 1lakh redemption good also getting pointsthis easy use discount,shopping,72,373,4.314285714,29,0.49,credit,0.99643904
2002,HSBC Bank Credit Card,so relieved team hsbc helped find low cost extremely rewarding,reward,17,92,4.470588235,6,0.25,card,0.977845848
2003,State Bank of India Credit Card,enjoying association this brings 100 surcharge waiver,fuel,18,95,4.333333333,7,0.5,fuel,0.990266263
2004,HDFC Bank Credit Card,at tata cliq getting 10x so happy,reward,13,65,4.076923077,3,0.8,benefit,0.983411312
2005,State Bank of India Credit Card,spending done movie bring good value,reward,11,60,4.545454545,4,0.7,benefit,0.997041583
2006,State Bank of India Credit Card,after taking first cash withdrawal it got 100 inr cashback,cashback,18,88,3.944444444,5,0.25,benefit,0.969554245
2007,Citibank Credit Card,on ioc station save massively cost,fuel,16,78,3.9375,6,0,fuel,0.992331505
2008,Citibank Credit Card,using citi indian oil providing exclusive offer fueli satisfied limit good discount used movie ticket offer using past 2 month there cash back offer pretty good,shopping,60,310,4.327586207,23,0.32,fuel,0.995242119
2009,State Bank of India Credit Card,using fbb style up since 2 year never use much limit okay r 59k annual charge r 500 fee wavier charging fee planning close use online bill payment never contact customer care le used fbb outlet wont convert cash also,reward,89,432,3.954022989,33,0.35,credit,0.993715525
2010,American Express Credit Card,the benefit scheme simply best,reward,12,66,4.583333333,5,1,offer,0.980422735
2011,State Bank of India Credit Card,this fine value benefit wherein use statement,reward,17,90,4.352941176,5,0.42,benefit,0.996171951
2012,American Express Credit Card,vouch scheme it great,reward,12,60,4.083333333,6,0.8,card,0.992191136
2013,State Bank of India Credit Card,a small fee redemption borne,reward,19,86,3.578947368,11,-0.25,card,0.993124068
2014,ICICI Bank Credit Card,super content opted plan pertaining offer benefit grocery supermarket retail fashion electronics,shopping,23,155,5.782608696,8,0.33,benefit,0.963766932
2015,State Bank of India Credit Card,supremely happy multitude offer scheme brought way,reward,20,116,4.85,9,0.8,credit,0.985239327
2016,Standard Chartered Bank Credit Card,impressed vivid variety cashback offer welcome deal got,cashback,17,92,4.470588235,7,0.64,card,0.975718617
2017,Citibank Credit Card,glad shopped using gift catalogue,reward,11,59,4.454545455,4,0.5,benefit,0.976283669
2018,State Bank of India Credit Card,on payment joining fee got 2000,reward,12,60,4.083333333,3,0,reward,0.979254603
2019,State Bank of India Credit Card,now payment utility bill 5x per 100 inr spent,reward,16,76,3.8125,4,-0.1,reward,0.969177067
2020,Standard Chartered Bank Credit Card,on spending every 150 inr scb ultimate cad 5,reward,17,81,3.823529412,4,0,benefit,0.978878915
2021,State Bank of India Credit Card,on every 100 inr spent dining got 10,reward,12,57,3.833333333,1,-0.1,reward,0.975251615
2022,HDFC Bank Credit Card,hdfc bank airport lounge benefit priority pas getting domestic international travel for past 5 year holding free one this regalia emi facility using grocery fueletc,shopping,48,277,4.893617021,17,0.04,credit,0.983818054
2023,American Express Credit Card,for almost spending 1 point every inr 50 spent,reward,17,79,3.705882353,4,-0.1,spending,0.984524786
2024,State Bank of India Credit Card,1 r equivalent 1 point,reward,11,50,3.636363636,4,0,reward,0.979507267
2025,HSBC Bank Credit Card,this perfect highly rewarding,reward,11,62,4.727272727,5,0.75,credit,0.99525243
2026,Citibank Credit Card,for redemption need minimum 250,fuel,12,61,4.166666667,4,0,fuel,0.985178173
2027,State Bank of India Credit Card,my 2000 credited 20 day post receipt,reward,19,91,3.842105263,8,0,credit,0.991568387
2028,State Bank of India Credit Card,granted welcome along,reward,11,61,4.636363636,5,0.8,benefit,0.99232167
2029,State Bank of India Credit Card,all accrued period 24 month perfect,reward,14,72,4.214285714,6,1,reward,0.969653368
2030,HDFC Bank Credit Card,this brings plethora travel dining lifestyle privilege,lifestyle,13,77,5,5,0,card,0.991421461
2031,State Bank of India Credit Card,paying bill using ease love it,reward,12,60,4.083333333,4,0.5,benefit,0.994603872
2032,State Bank of India Credit Card,with simply save getting 25 worth grocery,reward,16,87,4.5,3,0.15,card,0.990465403
2033,HDFC Bank Credit Card,using hdfc bank taken bank the limit really sufficient life time free getting benefit airport lounge access also getting dinning offer this receive paperless approval difficulty faced far,fuel,62,323,4.517241379,20,0.23,credit,0.998111308
2034,HSBC Bank Credit Card,great system recommended people wanting good number saving,reward,11,75,5.909090909,2,0.75,reward,0.937141299
2035,State Bank of India Credit Card,on spending inr 3 lac got bonus worth 10000,reward,14,70,4.071428571,2,0.3,spending,0.991394877
2036,State Bank of India Credit Card,the activation bonus 2000 came 20 day getting,reward,17,89,4.294117647,6,0,card,0.989559412
