ttext,date,isretweet,retweetcount,favoritecount,score,product,region,country,duplicate
@YESBANK I have 4 Credit Card which is 2 from SBI one from HDFC and 1 from Kotak and i do not have a singe account  ,21-02-2022 04:02,FALSE,0,0,0,SBI,Delhi,India,FALSE
"@SBICard_Connect urgently check your direct message.

Someone ordered SBI credit card from my phone.

I didn't plac  ",21-02-2022 02:43,FALSE,0,0,0,SBI,Delhi,India,FALSE
"Dear @TheOfficialSBI @SBICard_Connect
Remove my name from everywhere, I don't want any debit or credit card of SBI.  ",20-02-2022 13:49,FALSE,0,0,0,SBI,Delhi,India,FALSE
"disappointed unethical embarrasing Notconvinced 
@TheOfficialSBI

SMS FROM SBI: Recd your SBI Card Application.  ",20-02-2022 13:38,FALSE,0,0,-2,SBI,Delhi,India,FALSE
 The standard passport reissue fee is 1500 but an extra charge of 26.55 (1.77%) is charged for paying with a Cr  ,20-02-2022 12:46,FALSE,0,0,0,SBI,Delhi,India,FALSE
"@SBICard_Connect Dear sir your SBI CREDIT CARD TOLL FREE NUMBER IS
CALL TO PERSON AND FRAUD MANY TIME TAKE ACTION T  ",20-02-2022 09:48,FALSE,0,0,-1,SBI,Delhi,India,FALSE
@SBICard_Connect Kindly check email from arjunk718@gmail.com to your chargeback@sbicard.com but no any investigatio  ,20-02-2022 19:05,FALSE,0,0,1,SBI,Kolkata,India,FALSE
"SBI CREDIT CARD FRAUD

Received SMS Suspected activity detected Transaction declined and card blocked. Then why Sbi  ",20-02-2022 17:47,TRUE,1,1,0,SBI,Kolkata,India,FALSE
Make life more rewarding with UCO SBI CO-BRANDED Credit Card. This limited period offer is only for pre-approved cu  ,17-02-2022 08:35,TRUE,15,43,0,SBI,Kolkata,India,FALSE
"Hello
paisabazar
I am try to credit card on paisabazar application. I got approved message from paisabazar on 10t  ",23-02-2022 06:14,FALSE,0,0,0,SBI,Mumbai,India,FALSE
"@sbicard @irctc Rs. 3840 has been credited to your SBI Credit Card xxxx8150, towards reversal/cashback from IRCTC  ",23-02-2022 05:02,FALSE,0,0,0,SBI,Mumbai,India,FALSE
"The fraudster did the fraud of rs 60,000/-  transactions on my @SBICard_Connect Credit card and after raising dispu  ",22-02-2022 13:08,FALSE,0,0,-1,SBI,Mumbai,India,FALSE
"@SBICard_Connect Can some one help , please.
Help me to close my SBI CREDIT CARD ACCOUNT.

@SBICard_Connect  ",22-02-2022 12:55,FALSE,0,0,0,SBI,Mumbai,India,FALSE
@SBICard_Connect Still the the redumption of sbi credit card point facility not started in this petrol pump.....how  ,22-02-2022 09:32,FALSE,0,0,0,SBI,Mumbai,India,FALSE
"Sbi credit card printing, their service all are hopless 
sbi sbicard  ",22-02-2022 06:51,FALSE,0,0,0,SBI,Mumbai,India,FALSE
@SBICard_Connect Sbi is reputed govt bank but credit card executive and third party executive make us fool regardin  ,21-02-2022 15:28,FALSE,0,0,-1,SBI,Mumbai,India,FALSE
SBI Simplyclick Card Benefits 2022 - Get a SBI Bank Credit Card with no joining fee  ,21-02-2022 12:36,FALSE,0,0,1,SBI,Mumbai,India,FALSE
"Get a SBI Bank Credit Card with no joining fee (will be useful for online festival offers when SBI card is needed)
 ",21-02-2022 10:13,FALSE,0,0,1,SBI,Mumbai,India,FALSE
@HarassmentDebt @dlai_india @rblbank @SBI @RBI @PMO @CMO @TOIMumbai @MumbaiPolice this is to bring to your notice i  ,21-02-2022 09:22,FALSE,0,1,0,SBI,Mumbai,India,FALSE
Fard call Recovery team sbi credit card  ,20-02-2022 05:39,FALSE,0,0,1,SBI,Mumbai,India,FALSE
"@TheOfficialSBI 
@SBICard_Connect 
@RBI i had taken a credit card of SBI and I paid my rent from the credit card am  ",19-02-2022 17:28,FALSE,0,0,0,SBI,Mumbai,India,FALSE
@AxisBankSupport Hello i received an Axis Neo card this week i thought you people will call me and explain the bene  ,26-02-2022 16:11,FALSE,0,0,0,Axis,Bangalore,India,FALSE
@HDFCBank_Cares I will make it easier for both of us. This confusion has helped me decide NOT to Apply for any HDFC  ,26-02-2022 14:00,FALSE,0,0,1,Axis,Bangalore,India,FALSE
@AxisBankSupport Hi! I received my Axis Bank credit card today but am unable to generate a PIN. I tried using the a  ,25-02-2022 13:43,FALSE,0,0,-1,Axis,Bangalore,India,FALSE
"@flipkartsupport @AxisBankSupport 
I got Axis Bank Flipkart credit card. I was promised No annual fee and not joini  ",24-02-2022 12:36,FALSE,0,0,1,Axis,Bangalore,India,FALSE
Hey @AxisBankSupport @flipkartsupport @Flipkart I had applied for Flipkart Axis Bank Credit Card and my card has be  ,24-02-2022 05:57,FALSE,0,0,0,Axis,Bangalore,India,FALSE
@thetrickytrade @tejasghongadi @BrownPoints I guess a question already asked but is TK confirmed as a transfer part  ,23-02-2022 14:28,FALSE,0,2,0,Axis,Bangalore,India,FALSE
"@bharatpeindia @postpeapp Credit card bill not accepting @GetOneCardIN for repayment. Amex, icici, axis, citi were able to add.",23-02-2022 01:38,TRUE,1,0,0,Axis,Bangalore,India,FALSE
"Axis Bank launches a new travel Credit Card: Atlas

An innovative airmiles credit card, but it might disappoint you  ",22-02-2022 20:13,TRUE,2,22,0,Axis,Bangalore,India,FALSE
"@Flipkart @flipkartsupport 
Sir 
Flipkart server very bad 
Im apply 20 day 
Flipkart axis credit card 
Pending show  ",26-02-2022 22:33,FALSE,0,0,-1,Axis,Delhi,India,FALSE
@flipkartsupport But you said earlier that flipkart will give you gift card worth Rs.500 via email when credit card  ,26-02-2022 12:29,FALSE,0,0,1,Axis,Delhi,India,FALSE
Dear @Flipkart @flipkartsupport i applied flipkart axis bank credit card when i applied for the flipkart gift vouch  ,26-02-2022 12:10,FALSE,0,0,1,Axis,Delhi,India,FALSE
"@CIBIL_Official In my CIBIL report you guys updated my Residence code wrong. Please change my Residence code to ""Ow  ",26-02-2022 10:58,FALSE,0,0,-1,Axis,Delhi,India,FALSE
"@TechnoFino Hi Team, I have received Flipkart axis credit card today which i applied thru Russh app . Kindly help me further. Thanks!",26-02-2022 08:21,FALSE,0,1,1,Axis,Delhi,India,FALSE
"@AxisBankSupport @Flipkart @AxisBank 
Team, 
I applied for axis flipkart credit card and got last week but since th  ",26-02-2022 06:17,FALSE,0,0,0,Axis,Delhi,India,FALSE
@AxisBank @Flipkart I have flipkart axis bank credit card . How can I check my statement every time I want to check  ,25-02-2022 17:20,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@AxisBankSupport @AxisBank 
@flipkartsupport 

My friend is unable to pay through Axis Bank Flipkart credit card. Please resolve the issue.",25-02-2022 16:05,FALSE,0,0,-2,Axis,Delhi,India,FALSE
Flipkart Axis Bank Credit Card Pin Generate | How to Activate Flipkart Axis Bank Credit Card Online  ,25-02-2022 14:57,FALSE,0,0,0,Axis,Delhi,India,FALSE
Flipkart Axis Bank Credit Card Pin Generate | How to Activate Flipkart A...  ,25-02-2022 14:48,FALSE,0,0,0,Axis,Delhi,India,FALSE
"Very pathetic service from @AxisBank , i complaint about 3 months ago still get only disappointment what kind of se  ",25-02-2022 14:16,TRUE,2,1,-3,Axis,Delhi,India,FALSE
"@AxisBankSupport Hi
I have applied for axis bank credit card how to check the status.",25-02-2022 07:29,FALSE,0,0,0,Axis,Delhi,India,FALSE
"having a good cibil score (789) , no defaults ,salaried monthly income
also having Flipkart axis credit card (charg  ",25-02-2022 06:36,FALSE,0,0,1,Axis,Delhi,India,FALSE
"@AxisBankSupport @AxisBank I am having 13000 cash withdrawal limit on my axis bank credit card, but still Unable to  ",25-02-2022 05:48,FALSE,0,0,-2,Axis,Delhi,India,FALSE
@AxisBankSupport Transaction on Axis Bank Credit Card no. XXXX97 has been declined due to security reasons. Please  ,25-02-2022 05:09,FALSE,0,0,0,Axis,Delhi,India,FALSE
@yashrajjhawar7 Yes. Credit card has been generated and showing up on Axis bank app and netbanking.,24-02-2022 22:14,FALSE,0,0,0,Axis,Delhi,India,FALSE
@flipkartsupport I received 500 hundred gift voucher link after first used Flipkart Axis Bank credit card but when  ,24-02-2022 19:06,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@AxisBank @AxisBankSupport @Flipkart 
Dear axis
While I try to get flipkart axisbank credit card, but i am not gett  ",24-02-2022 18:48,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@AxisBank Hi Axis Bank
I am unable to register my credit card in axis mobile . I don't have any existing bank accou  ",24-02-2022 16:55,FALSE,0,0,-1,Axis,Delhi,India,FALSE
@TechnoFino I applied for Flipkart Axis Bank Card 2 days back under current LTF offer &amp; got approval today (&lt; 48 ho  ,24-02-2022 16:41,FALSE,0,11,1,Axis,Delhi,India,FALSE
"@AxisBankSupport Hey Axis Bank, My CIBIL report showing 2 enquiry which i never made with your bank.
Please report  ",24-02-2022 15:48,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@AxisBankSupport Dear Concern why not you give this offer to your old use of Flipkart Axis Bank Credit Card.
ZERO J  ",24-02-2022 14:39,FALSE,0,0,-1,Axis,Delhi,India,FALSE
"@AxisBankSupport My cust id 848625152
I applied axis flipkart cc card.
 My credit card application/ref no C1-000000  ",24-02-2022 13:16,FALSE,0,0,0,Axis,Delhi,India,FALSE
@GooglePayIndia @AxisBank  Are you people running a scan by advertising that bill payments via Axis Ace Credit Card  ,24-02-2022 12:40,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@AxisBankSupport @AxisBank 

I was apply credit card on 10 Feb, receive physically on 17 Feb.  I have receive a cal  ",24-02-2022 12:22,FALSE,0,0,0,Axis,Delhi,India,FALSE
"Reply from Axis bank
Hi Jasbir, please be informed that last name is mandatory to apply an Axis Bank Credit Card. R  ",24-02-2022 10:57,FALSE,0,0,0,Axis,Delhi,India,FALSE
I lost (theft by someone)my wallet on Lucknow NR railway station on dated 19.02.2022 if someone find please inform  ,23-02-2022 18:41,TRUE,1,0,-1,Axis,Delhi,India,FALSE
@AxisBank customer care says that the refund received from merchant within due date of credit card will not be cons  ,23-02-2022 08:46,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@Cashkaro_Cares Hi, As per the offer in Cashkaro if I apply for Axis credit card then 200 reward will be given on a  ",27-02-2022 11:00,FALSE,0,0,1,Axis,Kolkata,India,FALSE
"@AxisBankSupport @AxisBank @RBIsays
@RBI Hello, I have Axis bank priority account in Rishra Branch, Mobile no. And  ",27-02-2022 06:55,FALSE,0,0,0,Axis,Kolkata,India,FALSE
@ICICIBank_Care Will close my bank account with ICICI. No such benifits. While other banks like AXIS HDFC are giv  ,26-02-2022 08:49,FALSE,0,0,2,Axis,Kolkata,India,FALSE
"@AxisBankSupport @AxisBank @flipkartsupport @Flipkart
I will close my Flipkart axis credit permanently, if my flipk  ",25-02-2022 19:11,FALSE,0,0,0,Axis,Kolkata,India,FALSE
"@AxisBankSupport @AxisBank 
This is to inform you that, I will close my Flipkart axis credit permanently, if my fli  ",25-02-2022 19:08,FALSE,0,0,0,Axis,Kolkata,India,FALSE
"@flipkartsupport @Flipkart 
I applied for Flipkart axis credit card with offer of rs.1000 gift card of Flipkart but  ",24-02-2022 21:18,FALSE,0,0,0,Axis,Kolkata,India,FALSE
Thank you axis bank for great response. My credit limit increased. Great customer support. Keep growing. Thank you  ,24-02-2022 15:33,FALSE,0,0,4,Axis,Kolkata,India,FALSE
@AxisBankSupport @AxisBank @BlueDart_ still waiting to receive the Credit Card. Bluedart team is stating that Bank  ,24-02-2022 11:28,FALSE,0,0,0,Axis,Kolkata,India,FALSE
@rejitweets @KotakBankLtd @nsitharaman @PMOIndia @RBI Have you tried complaining on TRAI app (or MyJio if you are a  ,27-02-2022 12:48,FALSE,0,0,-1,Axis,Mumbai,India,FALSE
"Hey, @Paytmcare @AxisBankSupport @AxisBank @Paytmcare @Paytm @flipkartsupport 
I paid my bill for Flipkart Axis cre  ",26-02-2022 16:39,FALSE,0,0,0,Axis,Mumbai,India,FALSE
@BhageriaPiyush @AxisBank @Citibank @LiveFromALounge @flywithsid My biggest mistake was applying for a credit card from Axis Bank.,26-02-2022 09:10,FALSE,0,1,-1,Axis,Mumbai,India,FALSE
"@AxisBank has the worst customer support, just received the Axis Magnus Credit Card and Im already cancelling it.  ",26-02-2022 08:56,TRUE,2,4,0,Axis,Mumbai,India,FALSE
"Pathatic service by @AxisBank. As per the offer, will get Rs.5000 reward points. It's bluff. Not even able to login  ",26-02-2022 08:05,FALSE,0,0,1,Axis,Mumbai,India,FALSE
"@AxisBankSupport Dear Amitab,

Please help to solve the issue from last 1.5 year I am not getting any solution from  ",26-02-2022 07:59,FALSE,0,0,-1,Axis,Mumbai,India,FALSE
@drmbct @WesternRly @AxisBankSupport @IRCTCofficial @irctcwestzone @ACMBCT2 Awaiting your clarification on over cha  ,25-02-2022 17:57,FALSE,0,0,0,Axis,Mumbai,India,FALSE
@AxisBank My Flipkart credit card issued by axis Bank is not working. Please help me to resolve the issue,25-02-2022 10:48,FALSE,0,0,-1,Axis,Mumbai,India,FALSE
@flipkartsupport @flipkart @_Kalyan_K  I received this axis Bank credit card on the same time when offer was there  ,25-02-2022 06:32,FALSE,0,0,0,Axis,Mumbai,India,FALSE
@flipkartsupport @Flipkart @_Kalyan_K @AxisBank I Applied for Flipkart axis Credit Card with Offer of Rs. 1000 Gift  ,25-02-2022 06:10,TRUE,1,0,0,Axis,Mumbai,India,FALSE
@flipkartsupport @AxisBank @AxisBankSupport Axis Bank Flipkart Credit Card is Worst Card Ever I seen in my life. Ax  ,24-02-2022 11:54,FALSE,0,0,-2,Axis,Mumbai,India,FALSE
"@AxisBankSupport  @AxisBank  Worst Experience from the Support Team from Axis Credit Card department.
Please don't  ",24-02-2022 06:19,FALSE,0,0,0,Axis,Mumbai,India,FALSE
@RBI @GooglePayIndia @AxisBank @patelpramtesh since 2 weeks i am unable to add my Axis Ace credit card. Earlier it  ,23-02-2022 16:18,FALSE,0,0,-1,Axis,Mumbai,India,FALSE
@AxisBank @AxisBankSupport @AmitabhChaudhry worst customer care services ( customer care executive name HAZRA). I w  ,23-02-2022 13:39,FALSE,0,0,-1,Axis,Mumbai,India,FALSE
@AxisBank worst customer care service (customer care executive name HAZRA) DON'T HAVE THE MANNER TO TALK WITH CUSTO  ,23-02-2022 13:35,FALSE,0,0,-1,Axis,Mumbai,India,FALSE
"@thetrickytrade @BrownPoints @AxisBank Here

 ",23-02-2022 07:03,FALSE,0,5,0,Axis,Mumbai,India,FALSE
"@AxisBankSupport Dear Amitab,

Please help to solve the issue from last 1.5 year I am not getting any solution from  ",22-02-2022 01:40,FALSE,0,0,-1,Axis,Mumbai,India,TRUE
"@HDFC_Bank Dear HDFC Bank,stop this nonsense of calling to customer for credit card requirement and personal loan a  ",27-02-2022 13:23,FALSE,0,0,-1,hdfc,Bangalore,India,FALSE
@HDFCBank_Cares @RBI LeadersOfHDFCBank I have madeIMPSpayment to myHDFC_Regalia_Credit_Card_Starting_With_4854  ,27-02-2022 10:09,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
@HDFCBank_Cares I will make it easier for both of us. This confusion has helped me decide NOT to Apply for any HDFC  ,26-02-2022 14:00,FALSE,0,0,1,hdfc,Bangalore,India,FALSE
@HDFCBank_Cares Okay now you can see that I have got the same from Hdfc Bank about the same credit card offer. Hope  ,26-02-2022 14:00,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
@HDFC_Bank Your credit card team and collection team are doing big fraud without your knowledge. I have paid more t  ,26-02-2022 07:31,FALSE,0,0,-1,hdfc,Bangalore,India,FALSE
Recurrent hdfc woes. My credit card online usage cancelled without warning. Reason? Because it is going to expire  ,26-02-2022 07:18,FALSE,0,0,-2,hdfc,Bangalore,India,FALSE
@HDFCBank_Cares Wonderful then shouldn't you then ask your bank to rectify the point Minimum Spends - No with a dis  ,25-02-2022 16:15,FALSE,0,0,2,hdfc,Bangalore,India,FALSE
"1st message--

Congratulations!
You have qualified for the HDFC Bank Credit Card activation offer for Sep'21 - Dec'  ",25-02-2022 16:02,FALSE,0,1,1,hdfc,Bangalore,India,FALSE
"@HDFCBank_Cares @HDFC_Bank sr my credit card is allready active still i m unable to use it.
Although m getting upda  ",25-02-2022 13:38,FALSE,0,0,-1,hdfc,Bangalore,India,FALSE
Apply Credit Card Online at  ,25-02-2022 12:39,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
"@HDFCBank_Cares Hi, my number is registered in DND list but still I get calls from Hdfc bank regarding personal loa  ",25-02-2022 12:25,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
" [ Back ] Croma (32 Inches) HD Ready LED TV @8490

 ",25-02-2022 05:18,FALSE,0,0,2,hdfc,Bangalore,India,FALSE
HDFC credit card + Dineout is Discount Bonanza!,24-02-2022 16:39,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
It's really very very bad service from @HDFC_Bank customer support. Few minutes before I called. But she disconnect  ,24-02-2022 10:47,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
"@AmazonHelp AutoPay (E-mandate) Successful!
For Amazon Seller Services Private Limited
Current Txn Amt: Rs.1499.00  ",23-02-2022 19:03,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
@saurabhn19 I have HDFC Millennial credit card and Cashify gives less it says 5720,23-02-2022 10:34,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
"They have a robust mechanism,whereby,the existing customers are regularly requested to avail  credit card ,four to  ",23-02-2022 10:24,FALSE,0,0,1,hdfc,Bangalore,India,FALSE
@HDFC_Bank I don't need credit card as of now. Please stop calling me that too when the client is taking my case.,23-02-2022 08:20,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
@HDFC_Bank Dear Applicant Your HDFC Bank Credit Card App ref no 22B24294009050O4 is approved in principle subject t  ,27-02-2022 11:59,FALSE,0,0,0,hdfc,Delhi,India,FALSE
I placed two orders on Amazon and paid via hdfc debit card on 25 Feb 2022. The orders get cancelled and money is no  ,27-02-2022 06:10,TRUE,1,1,0,hdfc,Delhi,India,FALSE
@HDFC_Bank pls solve my problem otherwise close account and credit card and tell my friends and relatives cheep service and frod offer,27-02-2022 00:47,FALSE,0,0,-1,hdfc,Delhi,India,FALSE
@CardMavenIn @TechnoFino can you explain me please what is the meaning of this Mass LTF point in my hdfc bank credi  ,26-02-2022 19:43,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"@BlueDartCares  few days ago 19 feb i recived HDFC welcome kit , and last month Recived Idfc first bank Credit card  ",26-02-2022 10:11,FALSE,0,1,1,hdfc,Delhi,India,FALSE
"@HDFC_Bank  @HDFCBank_Cares  need some help, wants to close my Credit card permanently.",26-02-2022 09:21,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"@HDFCBank_Cares I have been a customer of HDFC Bank since past 12 years. However, due to non reachability of Credit  ",26-02-2022 07:09,FALSE,0,0,0,hdfc,Delhi,India,FALSE
@HDFC_Bank How can I get LTF credit card?,25-02-2022 14:52,FALSE,0,0,0,hdfc,Delhi,India,FALSE
